gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Segment,Actual_Churn,Predicted_Churn,Churn_Probability_Percent,Risk_Level,Segment_Strategy,Final_Retention_Action
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,High-Risk High-Spend Customers,Yes,Yes,83.42,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,New Low-Spend Customers,Yes,Yes,70.17,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,95.7,1184.0,High-Risk High-Spend Customers,No,Yes,71.61,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,Loyal High-Spend Customers,Yes,No,39.24,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,New Low-Spend Customers,No,No,35.46,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,New Low-Spend Customers,Yes,Yes,51.7,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,New Low-Spend Customers,No,No,21.11,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,Loyal High-Spend Customers,No,No,41.57,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,New Low-Spend Customers,No,No,19.62,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,Loyal High-Spend Customers,No,No,4.0,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,High-Risk High-Spend Customers,No,Yes,86.86,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,High-Risk High-Spend Customers,No,Yes,71.04,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),79.5,1264.2,High-Risk High-Spend Customers,No,No,41.77,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,Loyal High-Spend Customers,No,Yes,58.25,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,Loyal High-Spend Customers,No,No,2.6,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,High-Risk High-Spend Customers,Yes,Yes,86.49,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.1,3168.0,Loyal Low-Spend Customers,No,No,35.76,Medium Risk,Maintain Service + Loyalty Communication,Customer Check-In + Loyalty Communication
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1614.9,Loyal Low-Spend Customers,No,No,0.93,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,High-Risk High-Spend Customers,No,No,34.02,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.1,1001.5,Loyal Low-Spend Customers,No,No,1.21,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,Loyal High-Spend Customers,No,No,7.59,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,High-Risk High-Spend Customers,No,Yes,61.9,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,Loyal Low-Spend Customers,No,No,0.29,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,High-Risk High-Spend Customers,No,No,4.39,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,New Low-Spend Customers,No,No,42.52,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,Loyal High-Spend Customers,No,No,5.39,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,High-Risk High-Spend Customers,No,Yes,55.13,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,Loyal High-Spend Customers,No,No,18.47,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,High-Risk High-Spend Customers,No,No,20.99,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,High-Risk High-Spend Customers,Yes,Yes,71.01,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,New Low-Spend Customers,No,No,7.53,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,New Low-Spend Customers,No,No,16.84,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Loyal High-Spend Customers,Yes,Yes,72.06,High Risk,Loyalty Rewards + Premium Benefits,Priority Loyalty Offer + Proactive Support
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,High-Risk High-Spend Customers,Yes,Yes,77.44,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Loyal High-Spend Customers,Yes,No,30.6,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,Loyal High-Spend Customers,No,No,15.08,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,New Low-Spend Customers,No,No,7.84,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1423.65,Loyal Low-Spend Customers,No,No,0.34,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,1,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,Loyal High-Spend Customers,No,Yes,56.16,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,New Low-Spend Customers,Yes,Yes,80.53,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,New Low-Spend Customers,No,No,43.11,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,High-Risk High-Spend Customers,Yes,Yes,77.52,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,1,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,Loyal Low-Spend Customers,No,No,29.48,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,Loyal High-Spend Customers,No,No,39.6,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,Loyal High-Spend Customers,No,No,37.2,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,High-Risk High-Spend Customers,Yes,Yes,89.13,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,High-Risk High-Spend Customers,No,No,40.58,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),94.6,5948.7,Loyal High-Spend Customers,No,No,14.81,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,Loyal High-Spend Customers,No,No,2.4,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,High-Risk High-Spend Customers,Yes,Yes,58.37,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,High-Risk High-Spend Customers,Yes,Yes,55.68,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Male,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.4,253.9,New Low-Spend Customers,No,No,38.1,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,Loyal High-Spend Customers,No,No,2.67,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,Loyal High-Spend Customers,No,No,2.43,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,New Low-Spend Customers,No,No,8.89,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,Loyal High-Spend Customers,No,No,2.09,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,High-Risk High-Spend Customers,Yes,Yes,86.58,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Loyal High-Spend Customers,Yes,No,31.54,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,High-Risk High-Spend Customers,Yes,Yes,81.36,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.4,121.25,New Low-Spend Customers,No,No,15.09,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,New Low-Spend Customers,No,No,43.43,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,New Low-Spend Customers,No,No,10.19,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,Loyal High-Spend Customers,No,No,2.05,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,Loyal Low-Spend Customers,Yes,No,27.0,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,Loyal Low-Spend Customers,No,No,1.49,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,Loyal High-Spend Customers,Yes,Yes,67.44,High Risk,Loyalty Rewards + Premium Benefits,Priority Loyalty Offer + Proactive Support
Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.65,4322.85,Loyal High-Spend Customers,No,No,1.76,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,Loyal Low-Spend Customers,No,No,8.26,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,Loyal High-Spend Customers,No,No,12.86,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,New Low-Spend Customers,No,Yes,70.24,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,New Low-Spend Customers,No,No,38.69,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Loyal High-Spend Customers,Yes,No,41.27,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,65.25,209.9,High-Risk High-Spend Customers,No,Yes,66.55,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,1,No,No,45,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,Loyal Low-Spend Customers,No,No,26.14,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,High-Risk High-Spend Customers,No,No,33.53,Medium Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Proactive Support + Personalized Offer
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,High-Risk High-Spend Customers,Yes,Yes,88.13,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,1,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,Loyal High-Spend Customers,No,No,15.47,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,New Low-Spend Customers,Yes,Yes,51.99,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,No,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,Loyal Low-Spend Customers,No,No,45.04,Medium Risk,Maintain Service + Loyalty Communication,Customer Check-In + Loyalty Communication
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1412.65,Loyal Low-Spend Customers,No,No,0.29,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Loyal High-Spend Customers,Yes,Yes,52.5,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.45,Loyal High-Spend Customers,No,No,8.06,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,New Low-Spend Customers,No,Yes,58.05,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,7982.5,Loyal High-Spend Customers,No,No,16.1,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.75,49.75,New Low-Spend Customers,No,Yes,58.87,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,New Low-Spend Customers,Yes,No,24.28,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,New Low-Spend Customers,No,No,4.03,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,679.8,Loyal Low-Spend Customers,No,No,5.75,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Female,1,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,692.35,New Low-Spend Customers,No,No,13.37,Low Risk,Early Engagement + Welcome Offer + Service Guidance,Regular Onboarding Communication
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,High-Risk High-Spend Customers,Yes,Yes,71.67,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,Loyal Low-Spend Customers,No,No,1.1,Low Risk,Maintain Service + Loyalty Communication,Maintain Service Quality
Male,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,733.35,New Low-Spend Customers,Yes,Yes,77.42,High Risk,Early Engagement + Welcome Offer + Service Guidance,Immediate Welcome Offer + Onboarding Support
Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,Loyal High-Spend Customers,No,No,2.64,Low Risk,Loyalty Rewards + Premium Benefits,Maintain Loyalty Benefits
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,High-Risk High-Spend Customers,No,Yes,87.94,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,Loyal High-Spend Customers,No,Yes,52.48,Medium Risk,Loyalty Rewards + Premium Benefits,Loyalty Reward + Customer Check-In
Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,Loyal Low-Spend Customers,No,No,34.8,Medium Risk,Maintain Service + Loyalty Communication,Customer Check-In + Loyalty Communication
Male,0,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,High-Risk High-Spend Customers,No,No,17.57,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,High-Risk High-Spend Customers,No,Yes,84.4,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.0,21.0,New Low-Spend Customers,Yes,No,48.72,Medium Risk,Early Engagement + Welcome Offer + Service Guidance,Early Engagement + Service Guidance
Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,High-Risk High-Spend Customers,No,Yes,83.88,High Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Urgent Priority Support + Personalized Offer + Contract Incentive
Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),99.3,2513.5,High-Risk High-Spend Customers,No,No,27.42,Low Risk,Priority Support + Personalized Offer + Long-Term Contract Incentive,Maintain Premium Relationship
